0.266381249,0.211987968,0.11663569,0.047426553,0.015066545,0.00391682,0.000866107,0.000168244,2.95E-05,4.77E-06,7.26E-07,1.06E-07,1.49E-08,2.05E-09,2.78E-10,3.77E-11,5.12E-12,6.99E-13,9.66E-14,1.35E-14,1.93E-15,2.82E-16,4.21E-17,6.42E-18,1.01E-18,1.62E-19,2.68E-20,4.55E-21,7.94E-22,1.43E-22
0.210000975,0.257636262,0.20768911,0.118322264,0.050629156,0.017122156,0.004776421,0.00113921,0.000239403,4.55E-05,7.97E-06,1.31E-06,2.06E-07,3.13E-08,4.64E-09,6.76E-10,9.80E-11,1.42E-11,2.06E-12,3.01E-13,4.47E-14,6.72E-15,1.03E-15,1.61E-16,2.57E-17,4.19E-18,7.01E-19,1.20E-19,2.11E-20,3.81E-21
0.106386325,0.206345425,0.249454782,0.20347712,0.119667843,0.053651085,0.019217062,0.005720885,0.00146344,0.000330847,6.77E-05,1.28E-05,2.27E-06,3.83E-07,6.25E-08,9.92E-09,1.55E-09,2.39E-10,3.67E-11,5.66E-12,8.76E-13,1.37E-13,2.17E-14,3.48E-15,5.70E-16,9.49E-17,1.61E-17,2.80E-18,4.98E-19,9.07E-20
0.034735889,0.109241968,0.202664659,0.241783478,0.199360726,0.120709058,0.056486027,0.021331661,0.006743548,0.001840773,0.000445428,9.77E-05,1.98E-05,3.77E-06,6.82E-07,1.19E-07,2.01E-08,3.35E-09,5.50E-10,8.96E-11,1.46E-11,2.39E-12,3.93E-13,6.53E-14,1.10E-14,1.88E-15,3.26E-16,5.78E-17,1.04E-17,1.92E-18
0.007325142,0.038327083,0.11165829,0.198987148,0.234575594,0.195345854,0.121479477,0.059131478,0.023448179,0.007836672,0.002272192,0.000585794,0.000137135,2.97E-05,6.03E-06,1.16E-06,2.16E-07,3.90E-08,6.89E-09,1.20E-09,2.07E-10,3.56E-11,6.13E-12,1.06E-12,1.85E-13,3.25E-14,5.81E-15,1.05E-15,1.93E-16,3.62E-17
0.000998812,0.008928677,0.04181203,0.113675609,0.195334833,0.227789956,0.191436229,0.122009656,0.061587984,0.025550821,0.008991787,0.002757716,0.000754309,0.000187687,4.32E-05,9.34E-06,1.92E-06,3.79E-07,7.25E-08,1.36E-08,2.49E-09,4.54E-10,8.23E-11,1.49E-11,2.70E-12,4.93E-13,9.07E-14,1.69E-14,3.18E-15,6.08E-16
8.81E-05,0.001382768,0.010660469,0.045164741,0.115332526,0.191724488,0.221390168,0.187633862,0.122327257,0.063858481,0.027625809,0.010200004,0.003296462,0.000952978,0.000251077,6.13E-05,1.40E-05,3.06E-06,6.39E-07,1.29E-07,2.55E-08,4.96E-09,9.51E-10,1.81E-10,3.44E-11,6.54E-12,1.25E-12,2.39E-13,4.64E-14,9.08E-15
5.02E-06,0.000142415,0.001852824,0.012500141,0.048365765,0.116665391,0.188168798,0.215343926,0.183939437,0.122457223,0.065947731,0.029661345,0.011452285,0.003886731,0.001183402,0.000328992,8.48E-05,2.05E-05,4.72E-06,1.04E-06,2.23E-07,4.63E-08,9.47E-09,1.91E-09,3.81E-10,7.58E-11,1.51E-11,3.00E-12,6.00E-13,1.21E-13
1.84E-07,9.75E-06,0.000219642,0.00241277,0.01442652,0.051401348,0.117708006,0.184677204,0.209622464,0.180352606,0.122421964,0.067861852,0.031647526,0.012739666,0.004526119,0.001446741,0.000423041,0.000114807,2.93E-05,7.10E-06,1.65E-06,3.71E-07,8.11E-08,1.74E-08,3.68E-09,7.69E-10,1.60E-10,3.32E-11,6.88E-12,1.43E-12
4.36E-09,4.43E-07,1.78E-05,0.000325004,0.003064074,0.016418501,0.054262592,0.118491511,0.181256577,0.204200074,0.176872239,0.122241567,0.06960793,0.033576211,0.014053445,0.005211632,0.001743708,0.000534716,0.000152361,4.08E-05,1.04E-05,2.54E-06,5.98E-07,1.37E-07,3.09E-08,6.83E-09,1.49E-09,3.24E-10,7.01E-11,1.51E-11
