0.266381603,0.211992113,0.116639325,0.047428365,0.01506718,0.003916992,0.000866145,0.000168251,2.95E-05,4.77E-06,7.26E-07,1.06E-07,1.49E-08,2.05E-09,2.79E-10,3.77E-11,5.12E-12,6.99E-13,9.66E-14,1.35E-14,1.93E-15,2.82E-16,4.21E-17,6.42E-18,1.01E-18,1.62E-19,2.68E-20,4.55E-21,7.94E-22,1.43E-22
0.209996349,0.257636568,0.207692598,0.118325453,0.050630841,0.017122789,0.004776606,0.001139255,0.000239412,4.55E-05,7.97E-06,1.31E-06,2.06E-07,3.13E-08,4.64E-09,6.76E-10,9.80E-11,1.42E-11,2.06E-12,3.01E-13,4.47E-14,6.72E-15,1.03E-15,1.61E-16,2.57E-17,4.19E-18,7.01E-19,1.20E-19,2.11E-20,3.81E-21
0.106381361,0.206341582,0.249455048,0.203480073,0.119670648,0.053652648,0.019217687,0.005721082,0.001463492,0.000330859,6.77E-05,1.28E-05,2.27E-06,3.83E-07,6.25E-08,9.92E-09,1.55E-09,2.39E-10,3.67E-11,5.66E-12,8.76E-13,1.37E-13,2.17E-14,3.48E-15,5.70E-16,9.49E-17,1.61E-17,2.80E-18,4.98E-19,9.07E-20
0.034733392,0.109237651,0.202661446,0.24178371,0.199363241,0.12071153,0.056487473,0.021332275,0.006743754,0.001840831,0.000445442,9.77E-05,1.98E-05,3.77E-06,6.82E-07,1.19E-07,2.01E-08,3.35E-09,5.50E-10,8.97E-11,1.46E-11,2.39E-12,3.93E-13,6.53E-14,1.10E-14,1.88E-15,3.26E-16,5.78E-17,1.04E-17,1.92E-18
0.007324431,0.038324745,0.111654529,0.198984446,0.234575797,0.195348006,0.121481661,0.059132814,0.023448778,0.007836886,0.002272256,0.000585811,0.000137139,2.97E-05,6.03E-06,1.16E-06,2.16E-07,3.90E-08,6.89E-09,1.20E-09,2.07E-10,3.56E-11,6.13E-12,1.06E-12,1.85E-13,3.25E-14,5.81E-15,1.05E-15,1.93E-16,3.62E-17
0.000998691,0.008927941,0.041809853,0.113672324,0.195332547,0.227790135,0.191438079,0.122011589,0.061589217,0.025551402,0.008992006,0.002757786,0.000754328,0.000187692,4.32E-05,9.34E-06,1.92E-06,3.79E-07,7.25E-08,1.36E-08,2.49E-09,4.54E-10,8.23E-11,1.49E-11,2.70E-12,4.93E-13,9.08E-14,1.69E-14,3.18E-15,6.08E-16
8.81E-05,0.001382626,0.010659717,0.045162722,0.115329651,0.191722545,0.221390326,0.187635461,0.122328972,0.063859618,0.02762637,0.010200227,0.003296537,0.000953,0.000251083,6.13E-05,1.40E-05,3.06E-06,6.39E-07,1.29E-07,2.55E-08,4.96E-09,9.51E-10,1.81E-10,3.44E-11,6.54E-12,1.25E-12,2.39E-13,4.64E-14,9.08E-15
5.02E-06,0.000142397,0.00185266,0.012499382,0.048363898,0.116662869,0.188167138,0.215344066,0.183940823,0.122458748,0.065948779,0.029661885,0.01145251,0.003886811,0.001183427,0.000328999,8.48E-05,2.05E-05,4.72E-06,1.04E-06,2.23E-07,4.63E-08,9.47E-09,1.91E-09,3.81E-10,7.58E-11,1.51E-11,3.00E-12,6.00E-13,1.21E-13
1.84E-07,9.75E-06,0.000219619,0.002412586,0.014425763,0.051399626,0.117705788,0.184675779,0.209622589,0.180353814,0.122423324,0.067862817,0.031648044,0.012739893,0.004526204,0.001446769,0.000423049,0.00011481,2.93E-05,7.10E-06,1.65E-06,3.71E-07,8.11E-08,1.74E-08,3.68E-09,7.69E-10,1.60E-10,3.32E-11,6.88E-12,1.43E-12
4.36E-09,4.43E-07,1.78E-05,0.000324974,0.003063871,0.016417753,0.054261006,0.118489556,0.18125535,0.204200185,0.176873296,0.122242782,0.069608819,0.033576706,0.014053671,0.00521172,0.001743739,0.000534726,0.000152363,4.08E-05,1.04E-05,2.54E-06,5.98E-07,1.37E-07,3.09E-08,6.83E-09,1.49E-09,3.24E-10,7.01E-11,1.51E-11
